TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3,SUPP_INFO,CONS_OBJ
Polygon,373005,373005,1,Pea Ridge,Pea Ridge,Wildlife Management Area,Wildlife Management Area,National,V,Not Applicable,0,0,0,7.85226945664677,7.85226989427598,Not Applicable,0,Designated,1993,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-TN,USA,USA,Not Applicable,Not Applicable
Polygon,372649,372649,1,Ochoco Divide,Ochoco Divide,Research Natural Area,Research Natural Area,National,Ia,Not Applicable,0,0,0,7.71879503514448,7.71870690042514,Not Applicable,0,Designated,1971,Federal or national ministry or agency,State,Forest Service,Not Reported,State Verified,1848,US-OR,USA,USA,Not Applicable,Not Applicable
Polygon,372651,372651,1,Ocmulgee,Ocmulgee,Wildlife Management Area,Wildlife Management Area,National,V,Not Applicable,0,0,0,101.656166017639,101.656163018248,Not Applicable,0,Designated,0,Sub-national ministry or agency,Individual landowners,"State Department of Natural Resources ; U.S. Fish and Wildlife Service ; Non-Governmental Organization",Not Reported,State Verified,1848,US-GA,USA,USA,Not Applicable,Not Applicable
Polygon,372663,372663,1,Ogeechee,Ogeechee,Wildlife Management Area,Wildlife Management Area,National,V,Not Applicable,0,0,0,26.9006177467828,26.9006205007731,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-GA,USA,USA,Not Applicable,Not Applicable
Polygon,372679,372679,1,Ohnah,Ohnah,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,0.180476946671633,0.180478577333505,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,372680,372680,1,Ohoopee Dunes,Ohoopee Dunes,Natural Area,Natural Area,National,V,Not Applicable,0,0,0,10.8883538557581,10.8883542521031,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-GA,USA,USA,Not Applicable,Not Applicable
Polygon,372716,372716,1,Old Woman Creek National Estuarine Research Reserve,Old Woman Creek National Estuarine Research Reserve,Marine Protected Area,Marine Protected Area,National,IV,Not Applicable,0,0,0,2.35471520340876,2.35472096985229,None,0,Designated,1980,Joint governance,Joint ownership,"Joint ; State Department of Natural Resources",Site-Specific Management Plan,State Verified,1848,US-OH,USA,USA,Not Applicable,Not Applicable
Polygon,372739,372739,1,Omro,Omro,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,1.33762042052252,1.33761948986807,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,372740,372740,1,Onamia Lake,Onamia Lake,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,0.312885576751241,0.312885200098078,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,372771,372771,1,Orocopia Mountains,Orocopia Mountains,Wilderness Area,Wilderness Area,National,Ib,Not Applicable,0,0,0,241.137900932316,241.137924791311,Not Applicable,0,Designated,1994,Federal or national ministry or agency,State,"Non-Governmental Organization ; Bureau of Land Management",Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,372775,372775,1,Oroville,Oroville,Wildlife Area,Wildlife Area,National,V,Not Applicable,0,0,0,47.017994672502,47.0179948411512,Not Applicable,0,Designated,1968,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,373008,373008,1,Peabody,Peabody,Wildlife Management Area,Wildlife Management Area,National,V,Not Applicable,0,0,0,158.698547916814,158.698468422213,Not Applicable,0,Designated,1978,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-KY,USA,USA,Not Applicable,Not Applicable
Polygon,373009,373009,1,Peabody River King State Fish and,Peabody River King State Fish and,Wildlife Area,Wildlife Area,National,V,Not Applicable,0,0,0,7.63874027882226,7.63875300987576,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-IL,USA,USA,Not Applicable,Not Applicable
Polygon,11111949,11111949,1,Quimper,Quimper,Wildlife Corridor,Wildlife Corridor,National,V,Not Applicable,0,0,0,0.000901712012587636,0.000901712012519846,Not Applicable,0,Designated,0,Non-profit organisations,Non-profit organisations,Non-Governmental Organization,Not Reported,State Verified,1848,US-WA,USA,USA,Not Applicable,Not Applicable
Polygon,372744,372744,1,Onion Park,Onion Park,Research Natural Area,Research Natural Area,National,Ia,Not Applicable,0,0,0,4.8892923025288,4.88929349333973,Not Applicable,0,Designated,1994,Federal or national ministry or agency,State,Forest Service,Not Reported,State Verified,1848,US-MT,USA,USA,Not Applicable,Not Applicable
Polygon,372796,372796,1,Ossabaw Island Wildlife Management Area,Ossabaw Island Wildlife Management Area,Marine Protected Area,Marine Protected Area,National,VI,Not Applicable,0,0,9.52924521366111,114.12156336014,114.121562975398,None,0,Designated,1978,Sub-national ministry or agency,State,State Department of Natural Resources,Site-Specific Management Plan,State Verified,1848,US-GA,USA,USA,Not Applicable,Not Applicable
Polygon,999970,999970,1,"Offshore Island; Papanui O Kane","Offshore Island; Papanui O Kane",Seabird Sanctuary,Seabird Sanctuary,National,V,Not Applicable,2,0,0.00903851784902853,0.0090385178491385,0.00903851784902853,Not Reported,0,Designated,0,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-HI,USA,USA,Not Applicable,Not Applicable
Polygon,11112026,11112026,1,Lower Wolf Creek Fee,Lower Wolf Creek Fee,Private Conservation Land,Private Conservation Land,National,V,Not Applicable,0,0,0,0.00413085210596971,0.00413085364346859,Not Applicable,0,Designated,1995,Non-profit organisations,Non-profit organisations,Non-Governmental Organization,Not Reported,State Verified,1848,US-WY,USA,USA,Not Applicable,Not Applicable
Polygon,372762,372762,1,Oregon Ridge,Oregon Ridge,Park,Park,National,III,Not Applicable,0,0,0,3.97583017134287,3.9758339069684,Not Applicable,0,Designated,2007,Sub-national ministry or agency,State,County Land,Not Reported,State Verified,1848,US-MD,USA,USA,Not Applicable,Not Applicable
Polygon,372765,372765,1,Organ Pipe Cactus,Organ Pipe Cactus,Wilderness Area,Wilderness Area,National,Ib,Not Applicable,0,0,0,1257.20524338245,1257.20519813995,Not Applicable,0,Designated,1978,Federal or national ministry or agency,State,National Park Service,Not Reported,State Verified,1848,US-AZ,USA,USA,Not Applicable,Not Applicable
Polygon,372766,372766,1,Organ Pipe Cactus,Organ Pipe Cactus,National Monument,National Monument,National,V,Not Applicable,0,0,0,1331.97347030395,1331.9738332608,Not Applicable,0,Designated,1937,Federal or national ministry or agency,State,National Park Service,Not Reported,State Verified,1848,US-AZ,USA,USA,Not Applicable,Not Applicable
Polygon,372770,372770,1,Oriniak,Oriniak,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,1.26372313817473,1.26371357034393,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,372776,372776,1,Orr State,Orr State,Habitat Area,Habitat Area,National,V,Not Applicable,0,0,0,1.13843933751814,1.13844197676961,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Individual landowners,State Fish and Wildlife,Not Reported,State Verified,1848,US-CO,USA,USA,Not Applicable,Not Applicable
Polygon,372803,372803,1,Otrey,Otrey,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,0.699051728208097,0.699052652771605,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,373264,373264,1,Pipewort Pond,Pipewort Pond,Nature Preserve,Nature Preserve,National,V,Not Applicable,0,0,0,0.533872365672372,0.533874733861359,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-IN,USA,USA,Not Applicable,Not Applicable
Polygon,372780,372780,1,Osage,Osage,Wildlife Management Area,Wildlife Management Area,National,V,Not Applicable,0,0,0,3.09863279142497,3.09863643670679,Not Applicable,0,Designated,1976,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-NE,USA,USA,Not Applicable,Not Applicable
Polygon,372781,372781,1,Osage,Osage,Wildlife Management Area,Wildlife Management Area,National,V,Not Applicable,0,0,0,39.3118107976478,39.3118141943509,Not Applicable,0,Designated,1976,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-OK,USA,USA,Not Applicable,Not Applicable
Polygon,373041,373041,1,Pednor,Pednor,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,0.986713334481129,0.986713569969331,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,372783,372783,1,Osakis,Osakis,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,1.92722822704876,1.92722791485428,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,372804,372804,1,Otsego,Otsego,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,0.82876579220122,0.82876306854652,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,372811,372811,1,Otter Creek,Otter Creek,Wilderness,Wilderness,National,Ib,Not Applicable,0,0,0,83.7921838043625,83.7921810460036,Not Applicable,0,Designated,1975,Federal or national ministry or agency,State,"State Department of Natural Resources ; Forest Service",Not Reported,State Verified,1848,US-WV,USA,USA,Not Applicable,Not Applicable
Polygon,372816,372816,1,Otter Tail Prairie State Scientific and,Otter Tail Prairie State Scientific and,Natural Area,Natural Area,National,V,Not Applicable,0,0,0,1.27579122632403,1.27579238369986,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,373063,373063,1,Penn,Penn,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,0.365864417923473,0.365871948856874,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,372817,372817,1,Otting Tract,Otting Tract,Wildlife Management Area,Wildlife Management Area,National,V,Not Applicable,0,0,0,2.92561349604246,2.92560964807822,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-GA,USA,USA,Not Applicable,Not Applicable
Polygon,372834,372834,1,Overton,Overton,Wildlife Management Area,Wildlife Management Area,National,V,Not Applicable,0,0,0,12.415698152674,12.4156915872207,Not Applicable,0,Designated,1969,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-NV,USA,USA,Not Applicable,Not Applicable
Polygon,372838,372838,1,Owens Peak,Owens Peak,Wilderness Area,Wilderness Area,National,Ib,Not Applicable,0,0,0,312.572164318851,312.572592441454,Not Applicable,0,Designated,1994,Federal or national ministry or agency,State,Bureau of Land Management,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,372845,372845,1,Owyhee River Canyon,Owyhee River Canyon,Wilderness Study Area,Wilderness Study Area,National,Ib,Not Applicable,0,0,0,758.757239495233,758.757229955383,Not Applicable,0,Designated,1992,Federal or national ministry or agency,State,Bureau of Land Management,Not Reported,State Verified,1848,US-OR,USA,USA,Not Applicable,Not Applicable
Polygon,372858,372858,1,Ozark,Ozark,National Scenic Riverway,National Scenic Riverway,National,V,Not Applicable,0,0,0,215.438647487089,215.438732893665,Not Applicable,0,Designated,0,Federal or national ministry or agency,State,"National Park Service ; Non-Governmental Organization",Not Reported,State Verified,1848,US-MO,USA,USA,Not Applicable,Not Applicable
Polygon,372859,372859,1,Ozark Cavefish,Ozark Cavefish,National Wildlife Refuge,National Wildlife Refuge,National,IV,Not Applicable,0,0,0,0.166359282382509,0.166359279737248,Not Applicable,0,Designated,1991,Federal or national ministry or agency,State,U.S. Fish and Wildlife Service,Not Reported,State Verified,1848,US-MO,USA,USA,Not Applicable,Not Applicable
Polygon,373270,373270,1,Piscataway Heights,Piscataway Heights,Conservation Easement,Conservation Easement,National,Not Assigned,Not Applicable,0,0,0.0756091205049257,12.6222834068808,12.6222846119834,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Individual landowners,"Other or Unknown Local Government ; County Land",Not Reported,State Verified,1848,US-MD,USA,USA,Not Applicable,Not Applicable
Polygon,55553202,55553202,1,Central PA Conservancy,Central PA Conservancy,Easement,Easement,National,V,Not Applicable,0,0,0,3.75236490573682,3.75235005609528,Not Applicable,0,Designated,2001,Non-profit organisations,Individual landowners,Non-Governmental Organization,Not Reported,State Verified,1848,US-PA,USA,USA,Not Applicable,Not Applicable
Polygon,372860,372860,1,Ozark Hills,Ozark Hills,Nature Preserve,Nature Preserve,National,V,Not Applicable,0,0,0,0.876970418055763,0.876970518924704,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-IL,USA,USA,Not Applicable,Not Applicable
Polygon,372867,372867,1,Packsaddle,Packsaddle,Wildlife Management Area,Wildlife Management Area,National,V,Not Applicable,0,0,0,83.0108694998512,83.010869481274,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-OK,USA,USA,Not Applicable,Not Applicable
Polygon,372868,372868,1,Pacolet River,Pacolet River,Heritage Preserve,Heritage Preserve,National,III,Not Applicable,0,0,0,1.12184067501336,1.12184000909104,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-SC,USA,USA,Not Applicable,Not Applicable
Polygon,373279,373279,1,Piute Mountains,Piute Mountains,Wilderness Area,Wilderness Area,National,Ib,Not Applicable,0,0,0,203.194265707678,203.194225427993,Not Applicable,0,Designated,1994,Federal or national ministry or agency,State,Bureau of Land Management,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,999972,999972,1,Alakai,Alakai,Wilderness Preserve,Wilderness Preserve,National,V,Not Applicable,0,0,0,42.0310292461728,42.031026512395,Not Applicable,0,Designated,1981,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-HI,USA,USA,Not Applicable,Not Applicable
Polygon,999973,999973,1,Hanawi,Hanawi,Natural Area Reserve,Natural Area Reserve,National,V,Not Applicable,0,0,0,30.9361229925109,30.9360821696722,Not Applicable,0,Designated,1986,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-HI,USA,USA,Not Applicable,Not Applicable
Polygon,372869,372869,1,Paddy Marsh,Paddy Marsh,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,0.764629364876032,0.764628575018359,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,372876,372876,1,Pahranagat,Pahranagat,National Wildlife Refuge,National Wildlife Refuge,National,IV,Not Applicable,0,0,0,18.8172553141399,18.8172664077319,Not Applicable,0,Designated,1963,Federal or national ministry or agency,State,U.S. Fish and Wildlife Service,Not Reported,State Verified,1848,US-NV,USA,USA,Not Applicable,Not Applicable
Polygon,372877,372877,1,Pahrump Valley,Pahrump Valley,Wilderness Area,Wilderness Area,National,Ib,Not Applicable,0,0,0,313.637396267289,313.637406531675,Not Applicable,0,Designated,1994,Federal or national ministry or agency,State,Bureau of Land Management,Not Reported,State Verified,1848,"US-CA ; US-NV",USA,USA,Not Applicable,Not Applicable
Polygon,372879,372879,1,Pahute Peak,Pahute Peak,Wilderness Area,Wilderness Area,National,Ib,Not Applicable,0,0,0,230.248794623569,230.248795451663,Not Applicable,0,Designated,0,Federal or national ministry or agency,State,Bureau of Land Management,Not Reported,State Verified,1848,US-NV,USA,USA,Not Applicable,Not Applicable
Polygon,372912,372912,1,Panoche Hills,Panoche Hills,Ecological Reserve,Ecological Reserve,National,V,Not Applicable,0,0,0,2.34921932210509,2.34921944413399,Not Applicable,0,Designated,1990,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,372880,372880,1,Pahvant,Pahvant,State Wildlife Area,State Wildlife Area,National,V,Not Applicable,0,0,0,3.63078649534812,3.63078783106694,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-UT,USA,USA,Not Applicable,Not Applicable
Polygon,372881,372881,1,Paine Gulch,Paine Gulch,Research Natural Area,Research Natural Area,National,Ia,Not Applicable,0,0,0,9.72868534875437,9.72868541008809,Not Applicable,0,Designated,1994,Federal or national ministry or agency,State,Forest Service,Not Reported,State Verified,1848,US-MT,USA,USA,Not Applicable,Not Applicable
Polygon,372882,372882,1,Paint Branch Stream Valley,Paint Branch Stream Valley,Park,Park,National,III,Not Applicable,0,0,0,5.29885858195377,5.29885987160022,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,"County Land ; Other or Unknown Local Government ; Other or Unknown State Land",Not Reported,State Verified,1848,US-MD,USA,USA,Not Applicable,Not Applicable
Polygon,372888,372888,1,Paiute (South),Paiute (South),Wilderness Area,Wilderness Area,National,Ib,Not Applicable,0,0,0,355.60710163631,355.60713102596,Not Applicable,0,Designated,1984,Federal or national ministry or agency,State,Bureau of Land Management,Not Reported,State Verified,1848,US-AZ,USA,USA,Not Applicable,Not Applicable
Polygon,372889,372889,1,Pajarita,Pajarita,Wilderness,Wilderness,National,Ib,Not Applicable,0,0,0,30.3476761311388,30.3476909588941,Not Applicable,0,Designated,1984,Federal or national ministry or agency,State,Forest Service,Not Reported,State Verified,1848,US-AZ,USA,USA,Not Applicable,Not Applicable
Polygon,372914,372914,1,Panola Mountain,Panola Mountain,Conservation Park,Conservation Park,National,III,Not Applicable,0,0,0,5.86597120747027,5.8659729453358,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-GA,USA,USA,Not Applicable,Not Applicable
Polygon,372921,372921,1,Paonia,Paonia,State Wildlife Area,State Wildlife Area,National,V,Not Applicable,0,0,0,10.6765849813966,10.676539111553,Not Applicable,0,Designated,1983,Sub-national ministry or agency,Individual landowners,State Fish and Wildlife,Not Reported,State Verified,1848,US-CO,USA,USA,Not Applicable,Not Applicable
Polygon,372927,372927,1,Paria Canyon-Vermilion Cliffs,Paria Canyon-Vermilion Cliffs,Wilderness Area,Wilderness Area,National,Ib,Not Applicable,0,0,0,450.553700607984,450.55367396013,Not Applicable,0,Designated,1984,Federal or national ministry or agency,State,Bureau of Land Management,Not Reported,State Verified,1848,"US-UT ; US-AZ",USA,USA,Not Applicable,Not Applicable
Polygon,999974,999974,1,Hono O Na Pali,Hono O Na Pali,Natural Area Reserve,Natural Area Reserve,National,V,Not Applicable,0,0,0.00430956004444148,12.5243968360154,12.5243951170124,Not Applicable,0,Designated,1983,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-HI,USA,USA,Not Applicable,Not Applicable
Polygon,11112027,11112027,1,Boswell Ranch Equi-Site Fee,Boswell Ranch Equi-Site Fee,Private Conservation Land,Private Conservation Land,National,V,Not Applicable,0,0,0,0.00407302255917476,0.00407291008443135,Not Applicable,0,Designated,2000,Non-profit organisations,Non-profit organisations,Non-Governmental Organization,Not Reported,State Verified,1848,US-WY,USA,USA,Not Applicable,Not Applicable
Polygon,372891,372891,1,Palace Butte,Palace Butte,Research Natural Area,Research Natural Area,National,Ia,Not Applicable,0,0,0,5.39828796999205,5.39828759298101,Not Applicable,0,Designated,1997,Federal or national ministry or agency,State,Forest Service,Not Reported,State Verified,1848,US-MT,USA,USA,Not Applicable,Not Applicable
Polygon,372892,372892,1,Palachucola,Palachucola,Wildlife Management Area,Wildlife Management Area,National,V,Not Applicable,0,0,0,25.3963323205856,25.3963489106284,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-SC,USA,USA,Not Applicable,Not Applicable
Polygon,372898,372898,1,Pallister,Pallister,State Nature Preserve,State Nature Preserve,National,V,Not Applicable,0,0,0,0.0182349479735512,0.0182310505875697,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-OH,USA,USA,Not Applicable,Not Applicable
Polygon,372902,372902,1,Palmville,Palmville,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,60.2429270158832,60.2430990831675,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,372904,372904,1,Palo Verde Mountains,Palo Verde Mountains,Wilderness Area,Wilderness Area,National,Ib,Not Applicable,0,0,0,169.240833549053,169.240796002187,Not Applicable,0,Designated,1994,Federal or national ministry or agency,State,Bureau of Land Management,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,372935,372935,1,Parker Branch,Parker Branch,Wildlife Management Area,Wildlife Management Area,National,V,Not Applicable,0,0,0,1.07946692314105,1.07946636585646,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-TN,USA,USA,Not Applicable,Not Applicable
Polygon,372936,372936,1,Parker Dam,Parker Dam,State Park,State Park,National,III,Not Applicable,0,0,0,3.86654242046627,3.86657519113818,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Park and Recreation,Not Reported,State Verified,1848,US-PA,USA,USA,Not Applicable,Not Applicable
Polygon,372938,372938,1,Parkers Marsh Natural Area Preserve,Parkers Marsh Natural Area Preserve,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,1,0,0.363046443871394,2.84327256611628,2.84327180418011,None,0,Designated,1999,Sub-national ministry or agency,State,"State Park and Recreation ; State Department of Conservation",MPA Programmatic Management Plan,State Verified,1848,US-VA,USA,USA,Not Applicable,Not Applicable
Polygon,372946,372946,1,Parshall Bridge,Parshall Bridge,Wildlife Management Area,Wildlife Management Area,National,V,Not Applicable,0,0,0,0.869792418604994,0.869792406825483,Not Applicable,0,Designated,1992,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-NE,USA,USA,Not Applicable,Not Applicable
Polygon,372947,372947,1,Parsnip Peak,Parsnip Peak,Wilderness Area,Wilderness Area,National,Ib,Not Applicable,0,0,0,175.71863470059,175.718791506817,Not Applicable,0,Designated,2014,Federal or national ministry or agency,State,Bureau of Land Management,Not Reported,State Verified,1848,US-NV,USA,USA,Not Applicable,Not Applicable
Polygon,372950,372950,1,Partch Woods State Scientific and,Partch Woods State Scientific and,Natural Area,Natural Area,National,V,Not Applicable,0,0,0,0.500166246307582,0.500171100160154,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,999979,999979,1,Kamiloloa,Kamiloloa,Plant Sanctuary,Plant Sanctuary,National,V,Not Applicable,0,0,0,0.0672444871281962,0.0672444851418357,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-HI,USA,USA,Not Applicable,Not Applicable
Polygon,372952,372952,1,Partridge Mountain,Partridge Mountain,Research Natural Area,Research Natural Area,National,Ia,Not Applicable,0,0,0,4.85538887271527,4.85544947633109,Not Applicable,0,Designated,1979,Federal or national ministry or agency,State,Forest Service,Not Reported,State Verified,1848,US-UT,USA,USA,Not Applicable,Not Applicable
Polygon,372953,372953,1,Robert J. Lick,Robert J. Lick,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,0.783522413531733,0.783525714601289,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,372957,372957,1,Pasayten,Pasayten,Wilderness,Wilderness,National,Ib,Not Applicable,0,0,0,2150.1924552599,2150.19224668986,Not Applicable,0,Designated,1969,Federal or national ministry or agency,State,Forest Service,Not Reported,State Verified,1848,US-WA,USA,USA,Not Applicable,Not Applicable
Polygon,372961,372961,1,Passage Creek,Passage Creek,Research Natural Area,Research Natural Area,National,Ia,Not Applicable,0,0,0,4.53519076922498,4.53519084716262,Not Applicable,0,Designated,1997,Federal or national ministry or agency,State,Forest Service,Not Reported,State Verified,1848,US-MT,USA,USA,Not Applicable,Not Applicable
Polygon,372966,372966,1,Patapsco Valley,Patapsco Valley,State Park,State Park,National,V,Not Applicable,0,0,0,56.6631465838088,56.6631630845272,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,"State Department of Natural Resources ; County Land ; Other or Unknown State Land",Not Reported,State Verified,1848,US-MD,USA,USA,Not Applicable,Not Applicable
Polygon,372976,372976,1,Patuxent River,Patuxent River,Park,Park,National,III,Not Applicable,0,0,0.152904083802977,9.15725160601369,9.15725049207019,Not Applicable,0,Designated,2002,Sub-national ministry or agency,State,Other or Unknown Local Government,Not Reported,State Verified,1848,US-MD,USA,USA,Not Applicable,Not Applicable
Polygon,373066,373066,1,Pennington Bog State Scientific and,Pennington Bog State Scientific and,Natural Area,Natural Area,National,V,Not Applicable,0,0,0,0.438344272615166,0.438339613462262,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,373069,373069,1,Pennock Mountain,Pennock Mountain,Wildlife Habitat Management Area,Wildlife Habitat Management Area,National,V,Not Applicable,0,0,0,39.9202897762824,39.920278847021,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-WY,USA,USA,Not Applicable,Not Applicable
Polygon,11112028,11112028,1,Shirley Basin West Fee,Shirley Basin West Fee,Private Conservation Land,Private Conservation Land,National,V,Not Applicable,0,0,0,0.00413689967597841,0.00413678570378303,Not Applicable,0,Designated,1997,Non-profit organisations,Non-profit organisations,Non-Governmental Organization,Not Reported,State Verified,1848,US-WY,USA,USA,Not Applicable,Not Applicable
Polygon,372980,372980,1,Paul Hugo Farms,Paul Hugo Farms,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,1.44743763837835,1.4474364883886,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
